#Step Temp KinEng PotEng Press 
       0           91     135.3556    -15.76389     1.056274 
     100    90.999999     135.3556   -15.763889    1.0562455 
     200    90.999997     135.3556   -15.763885    1.0562171 
     300    90.999993    135.35559   -15.763879    1.0561889 
     400    90.999987    135.35558    -15.76387    1.0561608 
     500    90.999979    135.35557   -15.763859    1.0561329 
     600    90.999969    135.35556   -15.763845    1.0561051 
     700    90.999958    135.35554   -15.763828    1.0560774 
     800    90.999945    135.35552   -15.763809    1.0560499 
     900    90.999931     135.3555   -15.763787    1.0560225 
    1000    90.999914    135.35548   -15.763763    1.0559953 
    1100    90.999896    135.35545   -15.763736    1.0559682 
    1200    90.999876    135.35542   -15.763706    1.0559413 
    1300    90.999855    135.35539   -15.763674    1.0559145 
    1400    90.999831    135.35535   -15.763639    1.0558878 
    1500    90.999806    135.35532   -15.763602    1.0558613 
    1600    90.999779    135.35528   -15.763562    1.0558349 
    1700    90.999751    135.35523   -15.763519    1.0558087 
    1800     90.99972    135.35519   -15.763474    1.0557826 
    1900    90.999688    135.35514   -15.763426    1.0557566 
    2000    90.999655    135.35509   -15.763376    1.0557308 
    2100    90.999619    135.35504   -15.763323    1.0557052 
    2200    90.999582    135.35498   -15.763268    1.0556797 
    2300    90.999543    135.35492    -15.76321    1.0556543 
    2400    90.999502    135.35486   -15.763149    1.0556291 
    2500    90.999459     135.3548   -15.763086     1.055604 
    2600    90.999415    135.35473    -15.76302     1.055579 
    2700    90.999369    135.35467   -15.762952    1.0555542 
    2800    90.999321    135.35459   -15.762881    1.0555296 
    2900    90.999272    135.35452   -15.762807    1.0555051 
    3000    90.999221    135.35444   -15.762731    1.0554807 
    3100    90.999168    135.35437   -15.762652    1.0554564 
    3200    90.999113    135.35428   -15.762571    1.0554324 
    3300    90.999057     135.3542   -15.762487    1.0554084 
    3400    90.998999    135.35411   -15.762401    1.0553846 
    3500    90.998939    135.35403   -15.762312     1.055361 
    3600    90.998877    135.35393    -15.76222    1.0553374 
    3700    90.998814    135.35384   -15.762126    1.0553141 
    3800    90.998749    135.35374   -15.762029    1.0552908 
    3900    90.998682    135.35364   -15.761929    1.0552678 
    4000    90.998613    135.35354   -15.761827    1.0552448 
    4100    90.998543    135.35344   -15.761723     1.055222 
    4200    90.998471    135.35333   -15.761616    1.0551993 
    4300    90.998397    135.35322   -15.761506    1.0551768 
    4400    90.998322    135.35311   -15.761394    1.0551545 
    4500    90.998244    135.35299   -15.761279    1.0551322 
    4600    90.998165    135.35287   -15.761161    1.0551101 
    4700    90.998085    135.35275   -15.761041    1.0550882 
    4800    90.998002    135.35263   -15.760918    1.0550664 
    4900    90.997918    135.35251   -15.760793    1.0550447 
    5000    90.997832    135.35238   -15.760665    1.0550232 
    5100    90.997744    135.35225   -15.760535    1.0550019 
    5200    90.997655    135.35212   -15.760402    1.0549806 
    5300    90.997564    135.35198   -15.760266    1.0549596 
